country,country_code,happiness_score,year,nattacks,region_txt,fsi,country_code_2,latitude,longitude
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Central African Republic,,3.678,2015,48.0,,111.9,CF,6.611111,20.939444
Chad,TCD,3.667,2015,27.0,Sub-Saharan Africa,108.4,TD,15.454166,18.732207
Guinea,GIN,3.656,2015,2.0,Sub-Saharan Africa,104.9,GN,9.945587,-9.696645
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
Ivory Coast,,3.655,2015,4.0,,,,,
